"","ID_Estacion","Periodo","null","ENERO","FEBRERO","MARZO","ABRIL","MAYO","JUNIO","JULIO","AGOSTO","SEPTIEMBRE","OCTUBRE","NOVIEMBRE","DICIEMBRE","TOTAL","Periodo2"
"76","09042","7100",NA,"13.4","14","11.7","30.7","78.6","147.9","172.2","148.7","111.4","64.2","7.8","6.6","807.2","1971 - 2000"
"77","09043","5110",NA,"9.2","8.4","11.4","25.3","47.5","103.1","119.6","114.7","93.6","50.7","10","5.8","599.3","1951 - 2010"
"78","09043","7100",NA,"7.1","11.8","11.6","23.2","48.9","115.4","115.4","111.6","86.9","49","7.9","7.6","596.4","1971 - 2000"
"79","09043","8110",NA,"5.8","11.4","13.2","25.3","42.3","118.3","126.4","111.7","91.6","47.7","10.8","4.8","609.3","1981 - 2010"
"80","09044","5110",NA,"13","8.7","12.7","26.1","71.6","146.7","146.5","159.7","121.9","41.5","9.7","6.4","764.5","1951 - 2010"
"81","09044","7100",NA,"13.5","9.7","13.4","27.6","72.4","146.3","150.3","148.1","119.5","44.3","10.7","7.1","762.9","1971 - 2000"
"82","09045","5110",NA,"9.9","9.4","13.5","29.6","59.3","126.8","137.2","142.5","116.2","52.8","12.7","6.1","716","1951 - 2010"
"83","09045","7100",NA,"10.7","9.4","14","30.4","62.4","128.6","139.9","135.7","104.9","54.3","14.4","7.3","712","1971 - 2000"
"84","09045","8110",NA,"8.6","10.3","13.9","30","50.9","131.8","132.3","137.1","118.5","51.3","13.6","6.3","704.6","1981 - 2010"
"85","09046","5110",NA,"7.5","8.8","14.8","26.7","65.7","176.7","243","212.6","162.1","68.7","5.7","8.7",NA,"1951 - 2010"
"86","09046","7100",NA,"8.2","8.8","16","28.5","66","183.1","246.4","208.5","159.1","72.3","6","9.3",NA,"1971 - 2000"
"87","09047","5110",NA,"8.2","4","10.6","24","49.2","146.5","146.6","152.8","128.3","49.1","6.7","5.5","731.5","1951 - 2010"
"88","09047","7100",NA,"6","4","9.6","21.3","56","153.6","162.4","140","118.3","53.5","7.6","6.4","738.7","1971 - 2000"
"89","09048","5110",NA,"8.9","3.2","6.7","19.6","40.7","96.4","130.6","126.3","106.3","46.7","7.9","3.9","597.2","1951 - 2010"
"90","09048","7100",NA,"3.2","3.3","5","11.2","33.7","68.2","95.3","84.9","71.5","38.1","4.4","3.7","422.5","1971 - 2000"
"91","09048","8110",NA,"7.2","1.9","4.5","12.5","25.7","58","85.8","83.8","66.9","31.6","3.9","1.7","383.5","1981 - 2010"
"92","09049","5110",NA,"8.1","5.2","8.7","18","65.7","151","198","174.4","159.8","71.9","4.8","5.4","871","1951 - 2010"
